id,nft_rank,rarity score,img_url,is_one_of_one,gender,body,hat,glasses,mouth,clothes,background,trait_count
4579,1,"67,125.26",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4579,Yes,Male,Irradiated,Irradiated,Irradiated,Irradiated,Irradiated,Gray,4
5093,1,"67,125.26",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5093,Yes,Male,Rainbow,Rainbow,Rainbow,Rainbow,Rainbow,Gray,4
3391,2,"67,125.17",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3391,Yes,Male,Mojo Jojo,Mojo Jojo,Mojo Jojo,Mojo Jojo,Mojo Jojo,Red,4
0,3,"67,125.05",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/0,Yes,Male,Astronaut,Astronaut,Astronaut,Astronaut,Astronaut,Cyan,4
5203,3,"67,125.05",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5203,Yes,Male,Golden,Golden,Golden,Golden,Golden,Cyan,4
1690,4,"67,124.91",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1690,Yes,Male,Einstein,Einstein,Einstein,Einstein,Einstein,Yellow,4
2430,4,"67,124.91",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2430,Yes,Male,Reverse,Reverse,Reverse,Reverse,Reverse,Yellow,4
224,5,"40,274.08",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/224,Yes,Male,See Through,See Through,See Through,See Through,See Through,Transparent,4
3232,5,"40,274.08",QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3232,Yes,Male,See Through,See Through,See Through,See Through,See Through,Transparent,4
5383,6,383.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5383,No,Male,Pink,Gangster,Monocle,None,Pirate,Red,3
5227,7,370.69,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5227,No,Male,Pink,None,Monocle,Cigarette,Cyborg,Green,3
2179,8,339.71,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2179,No,Male,Blue,Wizard,Monocle,None,None,Yellow,2
1068,9,321.42,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1068,No,Male,Pink,Wizard,None,Cigarette,None,Orange,2
1230,10,305.52,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1230,No,Male,Pink,None,None,None,None,Yellow,0
7324,11,292.42,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/613,No,Female,Olive,Traffic Cone,Cyber Glasses,Gum,Suit,Yellow,4
10510,12,283.35,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3799,No,Female,Brown,Traffic Cone,Cyber Glasses,Gum,None,Green,3
2669,13,269.75,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2669,No,Male,Pink,Pirate,Eyepatch,Cigarette,Suit,Red,4
5172,14,263.78,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5172,No,Male,Pink,Cap (Purple),Eyepatch,Armor,Jacket,Red,4
4459,15,263.55,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4459,No,Male,Lime,Cap (Purple),Monocle,Pipe,Pirate,Purple,4
2139,16,261.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2139,No,Male,Pink,None,Eyepatch,Armor,Prisoner,Purple,3
926,17,260.07,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/926,No,Male,Pink,None,Cyber,Armor,Suit,Yellow,3
3529,18,254.79,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3529,No,Male,Pink,Cap (Pink),Glasses,Pipe,Pirate,Red,4
1513,19,253.88,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1513,No,Male,Dark Brown,Pirate,Monocle,Mask,None,Cyan,3
1685,20,250.23,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1685,No,Male,Pink,Pirate,None,None,Suit,Yellow,2
6130,21,248.43,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6130,No,Male,Purple,Pirate,Monocle,Cigarette,None,Cyan,3
5882,22,246.52,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5882,No,Male,Pink,Cap (Black),Eyepatch,None,Cyborg,Cyan,3
6121,23,246.23,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6121,No,Male,Pink,Cyber,Glasses,Cigarette,Pirate,Purple,4
5417,24,243.13,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5417,No,Male,Purple,Wizard,Cyber,None,Cyborg,Purple,3
6380,25,242.66,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6380,No,Male,Blue,Wizard,None,Armor,None,Gray,2
3833,26,242.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3833,No,Male,Blue,Cap (Red),Monocle,None,Pirate,Purple,3
6441,27,240.34,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6441,No,Male,Pink,Gangster,Glasses,Cigarette,Jacket,Gray,4
833,28,238.88,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/833,No,Male,Pink,Gangster,Sunglasses,None,Pirate,Yellow,3
5215,29,238.83,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5215,No,Male,Pink,Cap (Red),Glasses,Pipe,None,Orange,3
1300,30,238.81,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1300,No,Male,Pink,Gangster,Eyepatch,Cigarette,None,Yellow,3
1125,31,237.73,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1125,No,Male,Brown,Cap (Blue),Monocle,Armor,None,Gray,3
3939,32,237.47,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3939,No,Male,Dark Brown,Cap (Blue),Monocle,Cigarette,Cyborg,Green,4
4395,33,236.9,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4395,No,Male,Pink,Cap (Black),Eyepatch,Mask,Prisoner,Cyan,4
3729,34,236.75,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3729,No,Male,Orange,Cap (Green),Monocle,Pipe,Suit,Yellow,4
3130,35,236.18,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3130,No,Male,Black,Gangster,Monocle,Cigarette,Jacket,Cyan,4
1824,36,235.68,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1824,No,Male,Lime,Wizard,None,Pipe,Pirate,Purple,3
578,37,235.06,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/578,No,Male,Pink,None,Eyepatch,None,Cyborg,Yellow,2
6100,38,232.79,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6100,No,Male,Black,Gangster,Monocle,None,Suit,Green,3
3935,39,232.46,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3935,No,Male,Light Orange,Wizard,None,None,Pirate,Cyan,2
261,40,231.86,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/261,No,Male,Pink,None,None,Armor,Suit,Gray,2
931,41,231.48,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/931,No,Male,Light Orange,None,Monocle,None,None,Purple,1
2890,42,230.74,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2890,No,Male,Dark Brown,Gangster,Monocle,Cigarette,Suit,Yellow,4
5803,43,230.45,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5803,No,Male,Lime,Wizard,Cyber,None,None,Green,2
1626,44,230.18,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1626,No,Male,Pink,Gangster,None,None,None,Red,1
4099,45,230.07,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4099,No,Male,Pink,Cyber,Glasses,None,Suit,Cyan,3
690,46,229.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/690,No,Male,Pink,Cap (Pink),None,Mask,Pirate,Red,3
3835,47,229.03,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3835,No,Male,Dark Brown,Wizard,Glasses,Cigarette,Cyborg,Red,4
3132,48,228.72,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3132,No,Male,Pink,Gangster,Sunglasses,None,Suit,Cyan,3
4295,49,228.42,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4295,No,Male,Olive,Wizard,Eyepatch,None,Cyborg,Yellow,3
1221,50,228.41,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1221,No,Male,Lime,Wizard,Eyepatch,Mask,Jacket,Purple,4
1134,51,228.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1134,No,Male,Light Orange,Wizard,Glasses,None,None,Yellow,2
692,52,228.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/692,No,Male,Brown,Wizard,Sunglasses,Mask,Cyborg,Green,4
3838,53,228.17,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3838,No,Male,Lime,None,Monocle,None,Prisoner,Cyan,2
6223,54,228.14,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6223,No,Male,Pink,None,Cyber,None,Prisoner,Green,2
6172,55,227.77,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6172,No,Male,Pink,Cyber,Sunglasses,Mask,None,Purple,3
6173,56,227.45,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6173,No,Male,Black,Wizard,None,Armor,None,Cyan,2
2749,57,227.39,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2749,No,Male,Black,Cap (Red),Monocle,None,Pirate,Purple,3
5236,58,225.65,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5236,No,Male,Pink,Gangster,None,Cigarette,None,Yellow,2
4285,59,223.93,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4285,No,Male,Pink,None,None,Cigarette,Cyborg,Yellow,2
4663,60,222.63,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4663,No,Male,Lime,Cap (Black),Monocle,None,Suit,Yellow,3
6402,61,221.93,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6402,No,Male,Light Orange,Wizard,None,None,Suit,Purple,2
6006,62,221.03,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6006,No,Male,Pink,Cyber,Sunglasses,Cigarette,None,Cyan,3
4178,63,220.69,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4178,No,Male,Brown,Cap (Pink),Monocle,Mask,Suit,Purple,4
4328,64,220.5,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4328,No,Male,Dark Brown,Wizard,None,Armor,Jacket,Orange,3
6236,65,220.2,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6236,No,Male,Brown,Cap (Red),Monocle,Mask,Jacket,Orange,4
2455,66,220.12,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2455,No,Male,Pink,Cap (Purple),Glasses,Mask,Jacket,Orange,4
5750,67,218.97,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5750,No,Male,Olive,Cyber,Monocle,Cigarette,None,Purple,3
5760,68,218.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5760,No,Male,Orange,Wizard,Eyepatch,None,Prisoner,Red,3
2934,69,217.94,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2934,No,Male,Orange,Wizard,Eyepatch,None,Prisoner,Purple,3
6123,70,217.64,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6123,No,Male,Olive,Wizard,None,Cigarette,Cyborg,Green,3
376,71,217.59,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/376,No,Male,Dark Brown,None,Monocle,Pipe,Prisoner,Purple,3
6595,72,217.59,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6595,No,Male,Pink,Cap (Purple),None,Pipe,None,Gray,2
1876,73,217.09,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1876,No,Male,Dark Brown,Cyber,Monocle,Cigarette,None,Cyan,3
6016,74,216.31,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6016,No,Male,Purple,Cap (Blue),Monocle,Cigarette,Prisoner,Gray,4
5972,75,215.82,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5972,No,Male,Brown,Cyber,Monocle,None,Jacket,Cyan,3
6339,76,215.71,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6339,No,Male,Orange,None,Monocle,Pipe,Suit,Green,3
938,77,215.26,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/938,No,Male,Olive,Wizard,None,None,Cyborg,Yellow,2
5334,78,214.96,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5334,No,Male,Black,Cap (Red),Monocle,None,Jacket,Red,3
2170,79,214.8,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2170,No,Male,Pink,Cap (Red),None,None,None,Cyan,1
5221,80,213.76,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5221,No,Male,Pink,None,None,Pipe,Pirate,Red,2
5795,81,213.5,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5795,No,Male,Dark Brown,Wizard,None,None,Cyborg,Green,2
655,82,213.22,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/655,No,Male,Dark Brown,Wizard,Cyber,Mask,Jacket,Gray,4
10460,83,213.04,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3749,No,Female,Brown,Traffic Cone,Blue Lenses,Cigarette,Suit,Red,4
5692,84,212.52,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5692,No,Male,Blue,Wizard,Glasses,Cigarette,Suit,Green,4
8816,85,212.44,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2105,No,Female,Dark Brown,Traffic Cone,Blue Lenses,None,Sweater,Red,3
6201,86,212.08,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6201,No,Male,Orange,Cap (Black),Monocle,Mask,None,Green,3
9707,87,212.07,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2996,No,Female,Brown,Traffic Cone,Blue Lenses,None,Strapless Dress,Yellow,3
3118,88,211.53,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3118,No,Male,Orange,None,Monocle,None,Prisoner,Cyan,2
1767,89,211.43,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1767,No,Male,Blue,Cap (Blue),Monocle,None,None,Orange,2
6192,90,211.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6192,No,Male,Black,Cap (Green),Monocle,Mask,None,Red,3
2440,91,211.32,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2440,No,Male,Pink,None,Glasses,Mask,Pirate,Yellow,3
2175,92,211.14,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2175,No,Male,Blue,Cap (Black),Monocle,None,None,Yellow,2
3545,93,210.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3545,No,Male,Pink,Cap (Blue),None,None,Prisoner,Red,2
6557,94,210.33,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6557,No,Male,Lime,Wizard,Sunglasses,Cigarette,Jacket,Orange,4
2346,95,210.05,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2346,No,Male,Pink,Cap (Purple),Eyepatch,None,None,Green,2
2093,96,210,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2093,No,Male,Purple,Cap (Blue),Monocle,None,Prisoner,Cyan,3
2861,97,209.83,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2861,No,Male,Black,Cap (Black),Monocle,None,Pirate,Cyan,3
8462,98,208.64,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1751,No,Female,Purple,Traffic Cone,Blue Lenses,lipstick,None,Purple,3
105,99,208.47,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/105,No,Male,Pink,None,Cyber,None,Jacket,Purple,2
1095,100,208.22,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1095,No,Male,Dark Brown,Cap (Black),Monocle,None,Prisoner,Purple,3
2915,101,208.16,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2915,No,Male,Olive,Cap (Red),Monocle,None,None,Purple,2
5214,102,208.08,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5214,No,Male,Pink,Cap (Purple),Glasses,Cigarette,None,Yellow,3
2875,103,207.92,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2875,No,Male,Purple,Cap (Red),Monocle,None,None,Red,2
2467,104,207.24,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2467,No,Male,Brown,Cap (Red),Monocle,None,Jacket,Gray,3
3808,105,207.03,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3808,No,Male,Dark Brown,Cap (Red),Monocle,None,Jacket,Cyan,3
5617,106,206.8,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5617,No,Male,Brown,Cap (Red),Monocle,None,Jacket,Purple,3
4643,107,206.56,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4643,No,Male,Pink,Cap (Green),None,Mask,Jacket,Orange,3
2805,108,206.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2805,No,Male,Brown,Cap (Pink),Monocle,Cigarette,None,Purple,3
1543,109,206.28,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1543,No,Male,Pink,Cap (Purple),None,Mask,Jacket,Yellow,3
6942,110,205.6,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/231,No,Female,Brown,Traffic Cone,Blue Lenses,Cigarette,None,Cyan,3
2394,111,205.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2394,No,Male,Light Orange,None,None,None,None,Gray,0
138,112,205.5,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/138,No,Male,Light Orange,None,None,None,None,Green,0
11992,113,205.43,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5281,No,Female,Olive,Traffic Cone,VR,lipstick,Strapless Dress,Green,4
5209,114,205.42,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5209,No,Male,Light Orange,None,None,None,None,Red,0
4564,115,205.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4564,No,Male,Light Orange,None,None,None,None,Orange,0
4986,116,205.36,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4986,No,Male,Brown,Cap (Pink),Monocle,None,Jacket,Cyan,3
2501,117,205.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2501,No,Male,Light Orange,None,None,None,None,Cyan,0
1383,118,205.08,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1383,No,Male,Pink,Cap (Purple),Sunglasses,Cigarette,Jacket,Yellow,4
3897,119,205.06,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3897,No,Male,Light Orange,None,None,None,None,Purple,0
6143,120,205.03,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6143,No,Male,Orange,Cap (Black),Monocle,Cigarette,None,Red,3
3466,121,204.48,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3466,No,Male,Black,Cap (Purple),Monocle,Cigarette,None,Green,3
5689,122,204.39,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5689,No,Male,Pink,Cap (Black),None,None,Pirate,Red,2
2867,123,204.09,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2867,No,Male,Pink,Cap (Black),Eyepatch,None,None,Gray,2
5588,124,203.92,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5588,No,Male,Lime,Wizard,None,Cigarette,None,Green,2
844,125,203.88,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/844,No,Male,Brown,Wizard,Eyepatch,None,Prisoner,Orange,3
4421,126,203.65,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4421,No,Male,Pink,Cap (Blue),Glasses,None,Suit,Red,3
6391,127,203.43,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6391,No,Male,Blue,None,Monocle,None,Suit,Green,2
5847,128,203.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5847,No,Male,Pink,Cap (Blue),Glasses,None,Suit,Purple,3
5306,129,203.07,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5306,No,Male,Pink,Cap (Purple),None,None,None,Orange,1
3142,130,202.99,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3142,No,Male,Orange,Cap (Black),Monocle,None,None,Orange,2
4679,131,202.68,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4679,No,Male,Orange,Cap (Blue),Monocle,None,None,Purple,2
4692,132,202.65,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4692,No,Male,Blue,Wizard,None,Mask,None,Gray,2
5292,133,202.64,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5292,No,Male,Lime,Wizard,None,None,Jacket,Gray,2
3063,134,202.16,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3063,No,Male,Pink,None,Eyepatch,Mask,Jacket,Yellow,3
3054,135,202.15,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3054,No,Male,Pink,None,None,Mask,Pirate,Gray,2
4510,136,202.06,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4510,No,Male,Pink,Cap (Purple),None,Cigarette,Suit,Orange,3
5130,137,201.91,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5130,No,Male,Pink,Cap (Blue),Sunglasses,Cigarette,Suit,Orange,4
2358,138,201.72,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2358,No,Male,Pink,Cap (Purple),None,Cigarette,Suit,Purple,3
5420,139,201.52,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5420,No,Male,Olive,Wizard,Cyber,None,None,Green,2
2872,140,201.42,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2872,No,Male,Purple,None,Monocle,Mask,Pirate,Green,3
2274,141,201.41,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2274,No,Male,Purple,Wizard,Glasses,None,Prisoner,Purple,3
2012,142,200.93,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2012,No,Male,Pink,None,Glasses,Mask,Suit,Purple,3
2433,143,200.7,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2433,No,Male,Pink,None,None,Pipe,Jacket,Yellow,2
5277,144,200.62,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5277,No,Male,Dark Brown,Wizard,Glasses,Pipe,None,Purple,3
1995,145,200.6,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1995,No,Male,Pink,Cap (Blue),None,Mask,Jacket,Orange,3
3515,146,200.55,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3515,No,Male,Pink,Cap (Green),Sunglasses,Cigarette,None,Orange,3
380,147,200.08,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/380,No,Male,Dark Brown,Wizard,Cyber,None,Jacket,Red,3
3909,148,200.07,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3909,No,Male,Pink,Cap (Green),None,None,Suit,Orange,2
10193,149,200.07,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3482,No,Female,Green,Traffic Cone,Band,Gum,Strapless Dress,Orange,4
3735,150,200,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3735,No,Male,Pink,Cap (Black),Glasses,None,None,Purple,2
10770,151,199.63,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4059,No,Female,Olive,Traffic Cone,VR,Gum,Jacket,Gray,4
972,152,199.47,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/972,No,Male,Purple,None,Monocle,Pipe,None,Orange,2
5869,153,199.46,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5869,No,Male,Olive,Wizard,Eyepatch,None,Pirate,Cyan,3
